,Facility ID,Facility Name,f_lng,f_lat,Facility Type,Material,Year,Service Area Address,Service Area Coordinates,Tonnage,Direction,Destiny,Facility Region,SA_lat,SA_lng
899,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Metals,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",64,Incoming,Not Applicable,1,40.9848784,-72.6151169
900,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Metals,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",64,Incoming,Not Applicable,1,40.9848784,-72.6151169
901,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Old Corrugated Containers,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",4400,Incoming,Not Applicable,1,40.9848784,-72.6151169
902,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Old Corrugated Containers,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",4400,Incoming,Not Applicable,1,40.9848784,-72.6151169
903,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Old Corrugated Containers,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",4400,Incoming,Not Applicable,1,40.9848784,-72.6151169
904,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Old Corrugated Containers,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",4400,Incoming,Not Applicable,1,40.9848784,-72.6151169
905,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,General C&D Debris,2019,"88 Old Dock Rd, Yaphank, NY 11980, USA","[40.8110158, -72.943333]",18453,Outgoing,Transferred,1,40.8110158,-72.943333
906,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,General C&D Debris,2019,"88 Old Dock Rd, Yaphank, NY 11980, USA","[40.8110158, -72.943333]",18453,Outgoing,Transferred,1,40.8110158,-72.943333
907,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,General C&D Debris,2019,"88 Old Dock Rd, Yaphank, NY 11980, USA","[40.8110158, -72.943333]",18453,Outgoing,Transferred,1,40.8110158,-72.943333
908,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,General C&D Debris,2019,"88 Old Dock Rd, Yaphank, NY 11980, USA","[40.8110158, -72.943333]",18453,Outgoing,Transferred,1,40.8110158,-72.943333
909,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,General C&D Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA","[40.80071119999999, -72.92322039999999]",18453,Outgoing,Disposed,1,40.8007112,-72.9232204
910,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,General C&D Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA","[40.80071119999999, -72.92322039999999]",18453,Outgoing,Disposed,1,40.8007112,-72.9232204
911,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,General C&D Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA","[40.80071119999999, -72.92322039999999]",18453,Outgoing,Disposed,1,40.8007112,-72.9232204
912,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,General C&D Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA","[40.80071119999999, -72.92322039999999]",18453,Outgoing,Disposed,1,40.8007112,-72.9232204
913,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,General C&D Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA","[40.80071119999999, -72.92322039999999]",18453,Outgoing,AOC,1,40.8007112,-72.9232204
914,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,General C&D Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA","[40.80071119999999, -72.92322039999999]",18453,Outgoing,AOC,1,40.8007112,-72.9232204
915,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,General C&D Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA","[40.80071119999999, -72.92322039999999]",18453,Outgoing,AOC,1,40.8007112,-72.9232204
916,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,General C&D Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA","[40.80071119999999, -72.92322039999999]",18453,Outgoing,AOC,1,40.8007112,-72.9232204
917,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Metals,2019,"3542 NY-112, Coram, NY 11727, USA","[40.8560491, -72.9986924]",1283,Outgoing,Recycled,1,40.8560491,-72.9986924
918,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Metals,2019,"3542 NY-112, Coram, NY 11727, USA","[40.8560491, -72.9986924]",1283,Outgoing,Recycled,1,40.8560491,-72.9986924
919,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Metals,2019,"3542 NY-112, Coram, NY 11727, USA","[40.8560491, -72.9986924]",1283,Outgoing,Recycled,1,40.8560491,-72.9986924
920,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Metals,2019,"3542 NY-112, Coram, NY 11727, USA","[40.8560491, -72.9986924]",1283,Outgoing,Recycled,1,40.8560491,-72.9986924
921,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Metals,2019,"54 Kinkel St, Westbury, NY 11590, USA","[40.7558583, -73.56193209999999]",1283,Outgoing,Recycled,1,40.7558583,-73.5619321
922,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Metals,2019,"54 Kinkel St, Westbury, NY 11590, USA","[40.7558583, -73.56193209999999]",1283,Outgoing,Recycled,1,40.7558583,-73.5619321
923,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Metals,2019,"54 Kinkel St, Westbury, NY 11590, USA","[40.7558583, -73.56193209999999]",1283,Outgoing,Recycled,1,40.7558583,-73.5619321
924,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Metals,2019,"54 Kinkel St, Westbury, NY 11590, USA","[40.7558583, -73.56193209999999]",1283,Outgoing,Recycled,1,40.7558583,-73.5619321
925,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Metals,2019,"71 Peconic Ave, Medford, NY 11763, USA","[40.8177235, -72.97486529999999]",1283,Outgoing,Recycled,1,40.8177235,-72.9748653
926,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Metals,2019,"71 Peconic Ave, Medford, NY 11763, USA","[40.8177235, -72.97486529999999]",1283,Outgoing,Recycled,1,40.8177235,-72.9748653
927,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Metals,2019,"71 Peconic Ave, Medford, NY 11763, USA","[40.8177235, -72.97486529999999]",1283,Outgoing,Recycled,1,40.8177235,-72.9748653
928,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Metals,2019,"71 Peconic Ave, Medford, NY 11763, USA","[40.8177235, -72.97486529999999]",1283,Outgoing,Recycled,1,40.8177235,-72.9748653
929,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"350 Commerce Rd, Cutchogue, NY 11935, USA","[41.026002, -72.501845]",3076,Outgoing,Recycled,1,41.026002,-72.501845
930,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"350 Commerce Rd, Cutchogue, NY 11935, USA","[41.026002, -72.501845]",3076,Outgoing,Recycled,1,41.026002,-72.501845
931,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"350 Commerce Rd, Cutchogue, NY 11935, USA","[41.026002, -72.501845]",3076,Outgoing,Recycled,1,41.026002,-72.501845
932,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"350 Commerce Rd, Cutchogue, NY 11935, USA","[41.026002, -72.501845]",3076,Outgoing,Recycled,1,41.026002,-72.501845
933,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"1 High St, Eastport, NY 11941, USA","[40.8461685, -72.7024459]",3076,Outgoing,Recycled,1,40.8461685,-72.7024459
934,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"1 High St, Eastport, NY 11941, USA","[40.8461685, -72.7024459]",3076,Outgoing,Recycled,1,40.8461685,-72.7024459
935,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"1 High St, Eastport, NY 11941, USA","[40.8461685, -72.7024459]",3076,Outgoing,Recycled,1,40.8461685,-72.7024459
936,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"1 High St, Eastport, NY 11941, USA","[40.8461685, -72.7024459]",3076,Outgoing,Recycled,1,40.8461685,-72.7024459
937,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"74 Haines Path, Bridgehampton, NY 11932, USA","[40.95167240000001, -72.2899715]",3076,Outgoing,Recycled,1,40.9516724,-72.2899715
938,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"74 Haines Path, Bridgehampton, NY 11932, USA","[40.95167240000001, -72.2899715]",3076,Outgoing,Recycled,1,40.9516724,-72.2899715
939,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"74 Haines Path, Bridgehampton, NY 11932, USA","[40.95167240000001, -72.2899715]",3076,Outgoing,Recycled,1,40.9516724,-72.2899715
940,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"74 Haines Path, Bridgehampton, NY 11932, USA","[40.95167240000001, -72.2899715]",3076,Outgoing,Recycled,1,40.9516724,-72.2899715
941,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"229 Horton Ave, Riverhead, NY 11901, USA","[40.937759, -72.70043199999999]",3076,Outgoing,Recycled,1,40.937759,-72.700432
942,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"229 Horton Ave, Riverhead, NY 11901, USA","[40.937759, -72.70043199999999]",3076,Outgoing,Recycled,1,40.937759,-72.700432
943,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"229 Horton Ave, Riverhead, NY 11901, USA","[40.937759, -72.70043199999999]",3076,Outgoing,Recycled,1,40.937759,-72.700432
944,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Concrete,2019,"229 Horton Ave, Riverhead, NY 11901, USA","[40.937759, -72.70043199999999]",3076,Outgoing,Recycled,1,40.937759,-72.700432
945,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Wood,2019,"88 Old Dock Rd, Yaphank, NY 11980, USA","[40.8110158, -72.943333]",1516,Outgoing,Recycled,1,40.8110158,-72.943333
946,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Wood,2019,"88 Old Dock Rd, Yaphank, NY 11980, USA","[40.8110158, -72.943333]",1516,Outgoing,Recycled,1,40.8110158,-72.943333
947,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Wood,2019,"88 Old Dock Rd, Yaphank, NY 11980, USA","[40.8110158, -72.943333]",1516,Outgoing,Recycled,1,40.8110158,-72.943333
948,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Wood,2019,"88 Old Dock Rd, Yaphank, NY 11980, USA","[40.8110158, -72.943333]",1516,Outgoing,Recycled,1,40.8110158,-72.943333
949,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Wood,2019,"12 Mill Brook Rd, Plainfield, CT 06374, USA","[41.6640548, -71.92433919999999]",1516,Outgoing,Recycled,1,41.6640548,-71.9243392
950,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Wood,2019,"12 Mill Brook Rd, Plainfield, CT 06374, USA","[41.6640548, -71.92433919999999]",1516,Outgoing,Recycled,1,41.6640548,-71.9243392
951,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Wood,2019,"12 Mill Brook Rd, Plainfield, CT 06374, USA","[41.6640548, -71.92433919999999]",1516,Outgoing,Recycled,1,41.6640548,-71.9243392
952,[52T120],Peconic Recycling & Transfer Corp,-72.50345403,41.02666735,Transfer Facility,Wood,2019,"12 Mill Brook Rd, Plainfield, CT 06374, USA","[41.6640548, -71.92433919999999]",1516,Outgoing,Recycled,1,41.6640548,-71.9243392
953,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Concrete,2019,"Nassau County, NY, USA","[40.6546145, -73.55941279999999]",17182,Incoming,Not Applicable,1,40.6546145,-73.5594128
954,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Concrete,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",17182,Incoming,Not Applicable,1,40.9848784,-72.6151169
955,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Masonry,2019,"Nassau County, NY, USA","[40.6546145, -73.55941279999999]",390,Incoming,Not Applicable,1,40.6546145,-73.5594128
956,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Masonry,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",390,Incoming,Not Applicable,1,40.9848784,-72.6151169
957,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Asphalt and Road Material,2019,"Nassau County, NY, USA","[40.6546145, -73.55941279999999]",1872,Incoming,Not Applicable,1,40.6546145,-73.5594128
958,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Asphalt and Road Material,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",1872,Incoming,Not Applicable,1,40.9848784,-72.6151169
959,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Concrete,2020,"Nassau County, NY, USA","[40.6546145, -73.55941279999999]",18368,Incoming,Not Applicable,1,40.6546145,-73.5594128
960,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Concrete,2020,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",18368,Incoming,Not Applicable,1,40.9848784,-72.6151169
961,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Masonry,2020,"Nassau County, NY, USA","[40.6546145, -73.55941279999999]",415,Incoming,Not Applicable,1,40.6546145,-73.5594128
962,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Masonry,2020,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",415,Incoming,Not Applicable,1,40.9848784,-72.6151169
963,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Asphalt and Road Material,2020,"Nassau County, NY, USA","[40.6546145, -73.55941279999999]",2000,Incoming,Not Applicable,1,40.6546145,-73.5594128
964,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Asphalt and Road Material,2020,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",2000,Incoming,Not Applicable,1,40.9848784,-72.6151169
965,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Concrete,2020,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","[36.12707109999999, -79.86071799999999]",14620,Outgoing,Recycled,1,36.1270711,-79.860718
966,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Concrete,2019,"Nassau County, NY, USA","[40.6546145, -73.55941279999999]",20998,Outgoing,Recycled,1,40.6546145,-73.5594128
967,[52W188R],Pond Materials Corp,-73.11964505,40.79874212,Transfer Facility,Concrete,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",20998,Outgoing,Recycled,1,40.9848784,-72.6151169
968,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,Asphalt and Road Material,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",62013.3,Incoming,Not Applicable,1,40.9848784,-72.6151169
969,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,Asphalt and Road Material,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",38673.33,Incoming,Not Applicable,1,40.9848784,-72.6151169
970,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,Soil,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",49441.88,Incoming,Not Applicable,1,40.9848784,-72.6151169
971,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,Fill,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",74971.2,Incoming,Not Applicable,1,40.9848784,-72.6151169
972,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,Fill,2019,"Nassau County, NY, USA","[40.6546145, -73.55941279999999]",74971.2,Incoming,Not Applicable,1,40.6546145,-73.5594128
973,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,Asphalt and Road Material,2019,"Babylon, NY, USA","[40.71071269999999, -73.36731689999999]",68775.55,Outgoing,Recycled,1,40.7107127,-73.3673169
974,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,Asphalt and Road Material,2019,"New York, NY, USA","[40.7127753, -74.0059728]",68775.55,Outgoing,Recycled,1,40.7127753,-74.0059728
975,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,Asphalt and Road Material,2019,"145 Dump Rd, Wurtsboro, NY 12790, USA","[41.6230528, -74.5128448]",68775.55,Outgoing,Recycled,1,41.6230528,-74.5128448
976,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,Asphalt and Road Material,2019,"1610 New Hwy, Farmingdale, NY 11735, USA","[40.7429839, -73.4147625]",154758.87,Outgoing,Recycled,1,40.7429839,-73.4147625
977,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,Concrete,2019,"690 Muncy Ave, Lindenhurst, NY 11757, USA","[40.698047, -73.352796]",10437.57,Outgoing,Recycled,1,40.698047,-73.352796
978,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,Concrete,2019,"615 Furrows Rd, Holtsville, NY 11742, USA","[40.8109153, -73.0592583]",10437.57,Outgoing,Recycled,1,40.8109153,-73.0592583
979,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,"Rock, Stone, and Gravel",2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",16848.84,Outgoing,Recycled,1,40.9848784,-72.6151169
980,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,Sand,2019,"1610 New Hwy, Farmingdale, NY 11735, USA","[40.7429839, -73.4147625]",86322.1,Outgoing,Recycled,1,40.7429839,-73.4147625
981,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,Sand,2019,"1610 New Hwy, Farmingdale, NY 11735, USA","[40.7429839, -73.4147625]",86322.1,Outgoing,Recycled,1,40.7429839,-73.4147625
982,[52W189],Posillico Materials,-73.41522225,40.74357516,Transfer Facility,Sand,2019,"New York, NY, USA","[40.7127753, -74.0059728]",86322.1,Outgoing,Recycled,1,40.7127753,-74.0059728
983,[52W163R],Premium Mulch & Materials Inc,-72.98478989,40.86096894,Transfer Facility,Wood,2019,"555 E Woodside Ave, Bellport, NY 11713, USA","[40.80172580000001, -72.93622719999999]",3120.8,Incoming,Not Applicable,1,40.8017258,-72.9362272
984,[52W163R],Premium Mulch & Materials Inc,-72.98478989,40.86096894,Transfer Facility,Soil,2019,"Brookhaven, NY, USA","[40.8273786, -72.995048]",7253.28,Incoming,Not Applicable,1,40.8273786,-72.995048
985,[52W163R],Premium Mulch & Materials Inc,-72.98478989,40.86096894,Transfer Facility,Wood,2019,"555 E Woodside Ave, Bellport, NY 11713, USA","[40.80172580000001, -72.93622719999999]",3120.8,Incoming,Not Applicable,1,40.8017258,-72.9362272
986,[52W163R],Premium Mulch & Materials Inc,-72.98478989,40.86096894,Transfer Facility,Yard Waste,2019,"Brookhaven, NY, USA","[40.8273786, -72.995048]",66862,Outgoing,Recycled,1,40.8273786,-72.995048
987,[52W163R],Premium Mulch & Materials Inc,-72.98478989,40.86096894,Transfer Facility,Soil,2019,"Brookhaven, NY, USA","[40.8273786, -72.995048]",15768,Outgoing,Recycled,1,40.8273786,-72.995048
988,[52W161R],Quogue (V) - Highway Yard,-72.61574347,40.83379661,Transfer Facility,Wood,2019,"Southampton, NY, USA","[40.8598637, -72.56780119999999]",41.5,Incoming,Not Applicable,1,40.8598637,-72.5678012
989,[52W161R],Quogue (V) - Highway Yard,-72.61574347,40.83379661,Transfer Facility,Wood,2019,"Southampton, NY, USA","[40.8598637, -72.56780119999999]",41.5,Incoming,Not Applicable,1,40.8598637,-72.5678012
990,[52W161R],Quogue (V) - Highway Yard,-72.61574347,40.83379661,Transfer Facility,Wood,2019,"Southampton, NY, USA","[40.8598637, -72.56780119999999]",41.5,Incoming,Not Applicable,1,40.8598637,-72.5678012
991,[52W161R],Quogue (V) - Highway Yard,-72.61574347,40.83379661,Transfer Facility,Wood,2019,"Southampton, NY, USA","[40.8598637, -72.56780119999999]",41.5,Incoming,Not Applicable,1,40.8598637,-72.5678012
992,[30W03R],Rason Asphalt - Glen Cove,-73.63745132,40.85950173,Transfer Facility,Concrete,2019,"Glen Cove, NY, USA","[40.8623217, -73.6337389]",484.1,Incoming,Not Applicable,1,40.8623217,-73.6337389
993,[30W03R],Rason Asphalt - Glen Cove,-73.63745132,40.85950173,Transfer Facility,Concrete,2019,"Oyster Bay, NY, USA","[40.7893778, -73.5358541]",484.1,Incoming,Not Applicable,1,40.7893778,-73.5358541
994,[30W03R],Rason Asphalt - Glen Cove,-73.63745132,40.85950173,Transfer Facility,Concrete,2019,"802 W Shore Rd, Port Washington, NY 11050, USA","[40.8165321, -73.65662379999999]",484.1,Incoming,Not Applicable,1,40.8165321,-73.6566238
995,[30W03R],Rason Asphalt - Glen Cove,-73.63745132,40.85950173,Transfer Facility,Asphalt and Road Material,2019,"Glen Cove, NY, USA","[40.8623217, -73.6337389]",17119.3,Incoming,Not Applicable,1,40.8623217,-73.6337389
996,[30W03R],Rason Asphalt - Glen Cove,-73.63745132,40.85950173,Transfer Facility,Asphalt and Road Material,2019,"Oyster Bay, NY, USA","[40.7893778, -73.5358541]",17119.3,Incoming,Not Applicable,1,40.7893778,-73.5358541
997,[30W03R],Rason Asphalt - Glen Cove,-73.63745132,40.85950173,Transfer Facility,Asphalt and Road Material,2019,"802 W Shore Rd, Port Washington, NY 11050, USA","[40.8165321, -73.65662379999999]",17119.3,Incoming,Not Applicable,1,40.8165321,-73.6566238
998,[30W03R],Rason Asphalt - Glen Cove,-73.63745132,40.85950173,Transfer Facility,Asphalt and Road Material,2019,"Glen Cove, NY, USA","[40.8623217, -73.6337389]",15586.74,Incoming,Not Applicable,1,40.8623217,-73.6337389
999,[30W03R],Rason Asphalt - Glen Cove,-73.63745132,40.85950173,Transfer Facility,Asphalt and Road Material,2019,"Oyster Bay, NY, USA","[40.7893778, -73.5358541]",15586.74,Incoming,Not Applicable,1,40.7893778,-73.5358541
1000,[30W03R],Rason Asphalt - Glen Cove,-73.63745132,40.85950173,Transfer Facility,Asphalt and Road Material,2019,"802 W Shore Rd, Port Washington, NY 11050, USA","[40.8165321, -73.65662379999999]",15586.74,Incoming,Not Applicable,1,40.8165321,-73.6566238
1001,[30W03R],Rason Asphalt - Glen Cove,-73.63745132,40.85950173,Transfer Facility,Asphalt and Road Material,2019,"136 Spagnoli Rd, Melville, NY 11747, USA","[40.7614568, -73.4349464]",49000,Outgoing,Transferred,1,40.7614568,-73.4349464
1002,[30W03R],Rason Asphalt - Glen Cove,-73.63745132,40.85950173,Transfer Facility,Asphalt and Road Material,2019,"136 Spagnoli Rd, Melville, NY 11747, USA","[40.7614568, -73.4349464]",49000,Outgoing,Recycled,1,40.7614568,-73.4349464
1003,[30W03R],Rason Asphalt - Glen Cove,-73.63745132,40.85950173,Transfer Facility,Concrete,2019,"137 Old Northport Rd, Kings Park, NY 11754, USA","[40.8714962, -73.2711927]",968.1,Outgoing,Transferred,1,40.8714962,-73.2711927
1004,[30W03R],Rason Asphalt - Glen Cove,-73.63745132,40.85950173,Transfer Facility,Concrete,2019,"137 Old Northport Rd, Kings Park, NY 11754, USA","[40.8714962, -73.2711927]",968.1,Outgoing,Recycled,1,40.8714962,-73.2711927
1005,[30W03R],Rason Asphalt - Glen Cove,-73.63745132,40.85950173,Transfer Facility,Asphalt and Road Material,2019,"136 Spagnoli Rd, Melville, NY 11747, USA","[40.7614568, -73.4349464]",15000,Outgoing,Recycled,1,40.7614568,-73.4349464
1006,[52W24R],Rason Asphalt - Melville,-73.43847817,40.76153012,Transfer Facility,Concrete,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",2113.325,Incoming,Not Applicable,1,40.9848784,-72.6151169
1007,[52W24R],Rason Asphalt - Melville,-73.43847817,40.76153012,Transfer Facility,Asphalt and Road Material,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",69925.9,Incoming,Not Applicable,1,40.9848784,-72.6151169
1008,[52W24R],Rason Asphalt - Melville,-73.43847817,40.76153012,Transfer Facility,Asphalt and Road Material,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",66976.155,Incoming,Not Applicable,1,40.9848784,-72.6151169
1009,[52W24R],Rason Asphalt - Melville,-73.43847817,40.76153012,Transfer Facility,Concrete,2019,"Nassau County, NY, USA","[40.6546145, -73.55941279999999]",2113.325,Incoming,Not Applicable,1,40.6546145,-73.5594128
1010,[52W24R],Rason Asphalt - Melville,-73.43847817,40.76153012,Transfer Facility,Asphalt and Road Material,2019,"Nassau County, NY, USA","[40.6546145, -73.55941279999999]",69925.9,Incoming,Not Applicable,1,40.6546145,-73.5594128
1011,[52W24R],Rason Asphalt - Melville,-73.43847817,40.76153012,Transfer Facility,Asphalt and Road Material,2019,"Nassau County, NY, USA","[40.6546145, -73.55941279999999]",66976.155,Incoming,Not Applicable,1,40.6546145,-73.5594128
1012,[52W24R],Rason Asphalt - Melville,-73.43847817,40.76153012,Transfer Facility,Asphalt and Road Material,2019,"49 Johnson Rd, Inwood, NY 11096, USA","[40.6298682, -73.7440465]",47000,Outgoing,Recycled,1,40.6298682,-73.7440465
1013,[52W24R],Rason Asphalt - Melville,-73.43847817,40.76153012,Transfer Facility,Asphalt and Road Material,2019,"49 Johnson Rd, Inwood, NY 11096, USA","[40.6298682, -73.7440465]",173000,Outgoing,Recycled,1,40.6298682,-73.7440465
1014,[52W24R],Rason Asphalt - Melville,-73.43847817,40.76153012,Transfer Facility,Concrete,2019,"139 Old Northport Rd, Kings Park, NY 11754, USA","[40.8725678, -73.2721213]",5313.5,Outgoing,Recycled,1,40.8725678,-73.2721213
1015,[30W04R],Rason Asphalt - North Lawrence,-73.74076001,40.76659421,Transfer Facility,Concrete,2019,"Hempstead, NY, USA","[40.6450219, -73.63390869999999]",1170.77,Incoming,Not Applicable,1,40.6450219,-73.6339087
