Facility_ID,facility_name,f_lng,f_lat,Facility_Type,Material,Year,SA_address,Tonnage,Direction,Destiny,SA_lat,SA_lng
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"1 Heckscher State Pkwy, East Islip, NY 11730, USA",26904.695,Outgoing,Recycled,40.7106096,-73.1658687
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"275 E Main St, Yaphank, NY 11980, USA",26904.695,Outgoing,Recycled,40.8377376,-72.9097204
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"2100 Pond Rd, Ronkonkoma, NY 11779, USA",26904.695,Outgoing,Recycled,40.7972532,-73.1187546
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"91 Marine St, Farmingdale, NY 11735, USA",26904.695,Outgoing,Recycled,40.7144569,-73.4196084
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"899 Lincoln Ave, Bohemia, NY 11716, USA",3419.66,Outgoing,Recycled,40.7695347,-73.0826922
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"75 Perkal St, Bay Shore, NY 11706, USA",3419.66,Outgoing,Recycled,40.7323902,-73.2537416
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"99 Oriole Pl, Brentwood, NY 11717, USA",3419.66,Outgoing,Recycled,40.7631741,-73.2305866
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"499 Lawrence Rd, Kings Park, NY 11754, USA",3419.66,Outgoing,Recycled,40.8678759,-73.2475381
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"690 Montauk Hwy #1617, Bayport, NY 11705, USA",3419.66,Outgoing,Recycled,40.7466338,-73.0562736
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"95 Broadway, Amityville, NY 11701, USA",3419.66,Outgoing,Recycled,40.6743377,-73.4159998
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"10 E Maple St, Massapequa, NY 11758, USA",3419.66,Outgoing,Recycled,40.680809,-73.425672
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"Bay Shore, NY, USA",3419.66,Outgoing,Recycled,40.7250986,-73.2453946
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"386 Lake Ave S, Smithtown, NY 11787, USA",3419.66,Outgoing,Recycled,40.8373349,-73.1517404
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",3419.66,Outgoing,Recycled,36.1270711,-79.860718
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"62 Division Ave, East Islip, NY 11730, USA",3419.66,Outgoing,Recycled,40.7355874,-73.1895425
[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"2100 Pond Rd, Ronkonkoma, NY 11779, USA",3419.66,Outgoing,Recycled,40.7972532,-73.1187546
[30W44R],IROC Industries,-73.65895,40.63667307,Transfer Facility,Concrete,2019,"Hempstead, NY, USA",7712,Incoming,,40.6450219,-73.6339087
[30W44R],IROC Industries,-73.65895,40.63667307,Transfer Facility,Asphalt and Road Material,2019,"Hempstead, NY, USA",82.71,Incoming,,40.6450219,-73.6339087
[30W44R],IROC Industries,-73.65895,40.63667307,Transfer Facility,Soil,2019,"Hempstead, NY, USA",175,Incoming,,40.6450219,-73.6339087
[30W44R],IROC Industries,-73.65895,40.63667307,Transfer Facility,Fill,2019,"Hempstead, NY, USA",13385.63,Incoming,,40.6450219,-73.6339087
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Masonry,2019,"Suffolk County, NY, USA",43,Incoming,,40.9848784,-72.6151169
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Masonry,2019,"Suffolk County, NY, USA",22,Incoming,,40.9848784,-72.6151169
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,"Rock, Stone, and Gravel",2019,"Suffolk County, NY, USA",1,Incoming,,40.9848784,-72.6151169
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Gypsum,2019,"Suffolk County, NY, USA",309,Incoming,,40.9848784,-72.6151169
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Wood,2019,"Suffolk County, NY, USA",103,Incoming,,40.9848784,-72.6151169
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Soil,2019,"Suffolk County, NY, USA",11,Incoming,,40.9848784,-72.6151169
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Sand,2019,"Suffolk County, NY, USA",11,Incoming,,40.9848784,-72.6151169
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Tires,2019,"Suffolk County, NY, USA",33,Incoming,,40.9848784,-72.6151169
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Metals,2019,"Suffolk County, NY, USA",46,Incoming,,40.9848784,-72.6151169
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Concrete,2019,"Suffolk County, NY, USA",176,Incoming,,40.9848784,-72.6151169
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Residue,2019,"136 Spagnoli Rd, Melville, NY 11747, USA",59,Outgoing,Transferred,40.7614568,-73.4349464
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Tires,2019,"7 Linden Pl, Oceanside, NY 11572, USA",33,Outgoing,Transferred,40.6228256,-73.6523208
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Concrete,2019,"690 Muncy Ave, Lindenhurst, NY 11757, USA",170,Outgoing,Recycled,40.698047,-73.352796
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Other Masonry Materials,2019,"690 Muncy Ave, Lindenhurst, NY 11757, USA",39,Outgoing,Recycled,40.698047,-73.352796
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Brick,2019,"690 Muncy Ave, Lindenhurst, NY 11757, USA",20,Outgoing,Recycled,40.698047,-73.352796
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Rock,2019,"690 Muncy Ave, Lindenhurst, NY 11757, USA",1,Outgoing,Recycled,40.698047,-73.352796
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Bulk Metal (from C&D Debris),2019,"1120 Lincoln Ave, Holbrook, NY 11741, USA",46,Outgoing,Recycled,40.775984,-73.0844633
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Gypsum,2019,"114 Alder St, Wyandanch, NY 11798, USA",267,Outgoing,Recycled,40.7312914,-73.3962075
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Wood,2019,"114 Alder St, Wyandanch, NY 11798, USA",99,Outgoing,Recycled,40.7312914,-73.3962075
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Soil,2019,"136 Spagnoli Rd, Melville, NY 11747, USA",10,Outgoing,Recycled,40.7614568,-73.4349464
[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Sand,2019,"136 Spagnoli Rd, Melville, NY 11747, USA",11,Outgoing,Recycled,40.7614568,-73.4349464
[52W98R],Izzo Brothers,-73.25900031,40.86879504,Transfer Facility,Concrete,2020,"664 Greenpoint Ave, Brooklyn, NY 11222, USA",10740,Incoming,,40.7332649,-73.9388351
[52W98R],Izzo Brothers,-73.25900031,40.86879504,Transfer Facility,Concrete,2019,"664 Greenpoint Ave, Brooklyn, NY 11222, USA",6210,Incoming,,40.7332649,-73.9388351
[52W98R],Izzo Brothers,-73.25900031,40.86879504,Transfer Facility,Concrete,2020,"33 Ridge Rd, Smithtown, NY 11787, USA",3893,Outgoing,Recycled,40.8592776,-73.2326029
[52W98R],Izzo Brothers,-73.25900031,40.86879504,Transfer Facility,Concrete,2020,"160 W 10th St, Huntington Station, NY 11746, USA",3893,Outgoing,Recycled,40.844016,-73.422058
[52W98R],Izzo Brothers,-73.25900031,40.86879504,Transfer Facility,Concrete,2020,"27 Marchant Dr, St James, NY 11780, USA",3893,Outgoing,Recycled,40.862915,-73.1682809
[52W98R],Izzo Brothers,-73.25900031,40.86879504,Transfer Facility,Concrete,2019,"27 Marchant Dr, St James, NY 11780, USA",5822,Outgoing,Recycled,40.862915,-73.1682809
[52W07R],John T Montecalvo Inc,-72.69772731,40.84301095,Transfer Facility,Asphalt and Road Material,2019,"Southampton, NY, USA",15413,Incoming,,40.8598637,-72.5678012
[52W07R],John T Montecalvo Inc,-72.69772731,40.84301095,Transfer Facility,Asphalt and Road Material,2019,"Riverhead, NY 11901, USA",15413,Incoming,,40.9170435,-72.6620402
[52W07R],John T Montecalvo Inc,-72.69772731,40.84301095,Transfer Facility,Asphalt and Road Material,2019,"Brookhaven, NY, USA",15413,Incoming,,40.8273786,-72.995048
[52W07R],John T Montecalvo Inc,-72.69772731,40.84301095,Transfer Facility,Asphalt and Road Material,2019,"East Hampton, NY, USA",15413,Incoming,,41.083151,-71.9994067
[52W07R],John T Montecalvo Inc,-72.69772731,40.84301095,Transfer Facility,Asphalt and Road Material,2019,"Southold, NY, USA",15413,Incoming,,41.0801973,-72.4731529
[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Concrete,2019,"Brookhaven, NY, USA",465.26,Incoming,,40.8273786,-72.995048
[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Masonry,2019,"Brookhaven, NY, USA",15.05,Incoming,,40.8273786,-72.995048
[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Asphalt and Road Material,2019,"Brookhaven, NY, USA",118.17,Incoming,,40.8273786,-72.995048
[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Wood,2019,"Brookhaven, NY, USA",16.8,Incoming,,40.8273786,-72.995048
[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Concrete,2019,"16 Hulse Rd #1, Setauket- East Setauket, NY 11733, USA",465.26,Outgoing,Disposed,40.9318247,-73.079919
[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Brick,2019,"16 Hulse Rd #1, Setauket- East Setauket, NY 11733, USA",15.05,Outgoing,Disposed,40.9318247,-73.079919
[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Asphalt Pavement,2019,"16 Hulse Rd #1, Setauket- East Setauket, NY 11733, USA",118.17,Outgoing,Disposed,40.9318247,-73.079919
[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Other Masonery Materials,2019,"70 Comsewogue Rd SUITE 9, Setauket- East Setauket, NY 11733, USA",2.58,Outgoing,Recycled,40.9313148,-73.0842412
[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Rock,2019,"70 Comsewogue Rd SUITE 9, Setauket- East Setauket, NY 11733, USA",19,Outgoing,Recycled,40.9313148,-73.0842412
[52C10284],JPD Masonry & Landscape Supply LLC,-73.42249323,40.74162093,Transfer Facility,Concrete,2019,"Nassau County, NY, USA",6037.26,Incoming,,40.6546145,-73.5594128
[52W31R],Kenneth P Edwards,-73.26274652,40.7553247,Transfer Facility,Masonry,2019,"Suffolk County, NY, USA",3723.08,Incoming,,40.9848784,-72.6151169
[52W31R],Kenneth P Edwards,-73.26274652,40.7553247,Transfer Facility,Masonry,2019,"Nassau County, NY, USA",3723.08,Incoming,,40.6546145,-73.5594128
[52W31R],Kenneth P Edwards,-73.26274652,40.7553247,Transfer Facility,Other Masonry Materials,2019,"Nassau County, NY, USA",8863.59,Outgoing,Recycled,40.6546145,-73.5594128
[52W31R],Kenneth P Edwards,-73.26274652,40.7553247,Transfer Facility,Other Masonry Materials,2019,"Suffolk County, NY, USA",8863.59,Outgoing,Recycled,40.9848784,-72.6151169
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Concrete,2020,"Suffolk County, NY, USA",28565.385,Incoming,,40.9848784,-72.6151169
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Masonry,2020,"Suffolk County, NY, USA",3327.395,Incoming,,40.9848784,-72.6151169
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Masonry,2020,"Suffolk County, NY, USA",479.25,Incoming,,40.9848784,-72.6151169
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Asphalt and Road Material,2020,"Suffolk County, NY, USA",2380.095,Incoming,,40.9848784,-72.6151169
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Soil,2020,"Suffolk County, NY, USA",1173.2,Incoming,,40.9848784,-72.6151169
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Concrete,2019,"Suffolk County, NY, USA",5905.725,Incoming,,40.9848784,-72.6151169
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Masonry,2019,"Suffolk County, NY, USA",517.895,Incoming,,40.9848784,-72.6151169
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Asphalt and Road Material,2019,"Suffolk County, NY, USA",384.865,Incoming,,40.9848784,-72.6151169
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Soil,2019,"Suffolk County, NY, USA",530.71,Incoming,,40.9848784,-72.6151169
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,General C&D Debris,2019,"Suffolk County, NY, USA",1556.99,Incoming,,40.9848784,-72.6151169
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Concrete,2020,"Nassau County, NY, USA",28565.385,Incoming,,40.6546145,-73.5594128
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Masonry,2020,"Nassau County, NY, USA",3327.395,Incoming,,40.6546145,-73.5594128
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Masonry,2020,"Nassau County, NY, USA",479.25,Incoming,,40.6546145,-73.5594128
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Asphalt and Road Material,2020,"Nassau County, NY, USA",2380.095,Incoming,,40.6546145,-73.5594128
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Soil,2020,"Nassau County, NY, USA",1173.2,Incoming,,40.6546145,-73.5594128
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Concrete,2019,"Nassau County, NY, USA",5905.725,Incoming,,40.6546145,-73.5594128
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Masonry,2019,"Nassau County, NY, USA",517.895,Incoming,,40.6546145,-73.5594128
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Asphalt and Road Material,2019,"Nassau County, NY, USA",384.865,Incoming,,40.6546145,-73.5594128
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Soil,2019,"Nassau County, NY, USA",530.71,Incoming,,40.6546145,-73.5594128
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,General C&D Debris,2019,"Nassau County, NY, USA",1556.99,Incoming,,40.6546145,-73.5594128
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Bulk Metal (from C&D Debris),2020,"3542 NY-112, Coram, NY 11727, USA",76.53,Outgoing,Recycled,40.8560491,-72.9986924
[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Bulk Metal (from C&D Debris),2019,"3542 NY-112, Coram, NY 11727, USA",27.32,Outgoing,Recycled,40.8560491,-72.9986924
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Asphalt and Road Material,2019,"Hempstead, NY, USA",8695,Incoming,,40.6450219,-73.6339087
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Asphalt and Road Material,2019,"Long Beach, NY, USA",8695,Incoming,,40.5884373,-73.657908
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Asphalt and Road Material,2019,"Queens, NY, USA",8695,Incoming,,40.7282239,-73.7948516
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Masonry,2019,"Hempstead, NY, USA",2614,Incoming,,40.6450219,-73.6339087
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Masonry,2019,"Long Beach, NY, USA",2614,Incoming,,40.5884373,-73.657908
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Masonry,2019,"Queens, NY, USA",2614,Incoming,,40.7282239,-73.7948516
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Concrete,2019,"Hempstead, NY, USA",29615,Incoming,,40.6450219,-73.6339087
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Concrete,2019,"Long Beach, NY, USA",29615,Incoming,,40.5884373,-73.657908
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Concrete,2019,"Queens, NY, USA",29615,Incoming,,40.7282239,-73.7948516
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General C&D Debris,2019,"Hempstead, NY, USA",63067,Incoming,,40.6450219,-73.6339087
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General C&D Debris,2019,"Long Beach, NY, USA",63067,Incoming,,40.5884373,-73.657908
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General C&D Debris,2019,"Queens, NY, USA",63067,Incoming,,40.7282239,-73.7948516
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Fill,2019,"Hempstead, NY, USA",79833,Incoming,,40.6450219,-73.6339087
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Fill,2019,"Long Beach, NY, USA",79833,Incoming,,40.5884373,-73.657908
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Fill,2019,"Queens, NY, USA",79833,Incoming,,40.7282239,-73.7948516
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Yard Waste,2019,"Hempstead, NY, USA",2426,Incoming,,40.6450219,-73.6339087
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Yard Waste,2019,"Long Beach, NY, USA",2426,Incoming,,40.5884373,-73.657908
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Yard Waste,2019,"Queens, NY, USA",2426,Incoming,,40.7282239,-73.7948516
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Asphalt Roofing Shingles,2019,"Hempstead, NY, USA",588,Incoming,,40.6450219,-73.6339087
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Asphalt Roofing Shingles,2019,"Long Beach, NY, USA",588,Incoming,,40.5884373,-73.657908
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Asphalt Roofing Shingles,2019,"Queens, NY, USA",588,Incoming,,40.7282239,-73.7948516
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Fill,2019,"Hempstead, NY, USA",15316,Incoming,,40.6450219,-73.6339087
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Fill,2019,"Long Beach, NY, USA",15316,Incoming,,40.5884373,-73.657908
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Fill,2019,"Queens, NY, USA",15316,Incoming,,40.7282239,-73.7948516
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Wood,2019,"Hempstead, NY, USA",1211,Incoming,,40.6450219,-73.6339087
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Wood,2019,"Long Beach, NY, USA",1211,Incoming,,40.5884373,-73.657908
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Wood,2019,"Queens, NY, USA",1211,Incoming,,40.7282239,-73.7948516
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA",54468,Outgoing,Disposed,40.8007112,-72.9232204
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"136 Spagnoli Rd, Melville, NY 11747, USA",54468,Outgoing,Disposed,40.7614568,-73.4349464
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"440 Blydenburgh Rd, Hauppauge, NY 11788, USA",54468,Outgoing,Disposed,40.8153915,-73.1805944
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"45 Landfill Rd, Lunenburg, VA 23952, USA",54468,Outgoing,Disposed,36.9250415,-78.2447429
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"1786 Salcman Rd, Waterloo, NY 13165, USA",54468,Outgoing,Disposed,42.914026,-76.844965
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"600 Merchants Concourse, Westbury, NY 11590, USA",54468,Outgoing,Disposed,40.7380714,-73.5899658
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"1061 State Rte 1006, Port Carbon, PA 17965, USA",54468,Outgoing,Disposed,40.7384033,-76.1545867
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"503 Monroeville Rd, Swedesboro, NJ 08085, USA",54468,Outgoing,AOC,39.711399,-75.2805404
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"Hainesport, NJ, USA",54468,Outgoing,AOC,39.9837234,-74.8271081
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA",54468,Outgoing,AOC,40.8007112,-72.9232204
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"440 Blydenburgh Rd, Hauppauge, NY 11788, USA",54468,Outgoing,AOC,40.8153915,-73.1805944
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"1061 State Rte 1006, Port Carbon, PA 17965, USA",54468,Outgoing,AOC,40.7384033,-76.1545867
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General Fill,2019,"2076 Deer Park Ave, Deer Park, NY 11729, USA",8715,Outgoing,Recycled,40.7708748,-73.3334459
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General Fill,2019,"74 Suffolk Ln, East Islip, NY 11730, USA",8715,Outgoing,Recycled,40.7266904,-73.200296
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General Fill,2019,"121 NY-303, Orangeburg, NY 10962, USA",8715,Outgoing,Recycled,41.0340347,-73.9401626
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General Fill,2019,"1135 Pelham Pkwy N, Bronx, NY 10469, USA",8715,Outgoing,Recycled,40.858515,-73.854549
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General Fill,2019,"1610 New Hwy, Farmingdale, NY 11735, USA",8715,Outgoing,Recycled,40.7429839,-73.4147625
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General Fill,2019,"3980 Austin Blvd, Island Park, NY 11558, USA",8715,Outgoing,Recycled,40.6127876,-73.6443078
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General Fill,2019,"3966 Long Beach Rd, Island Park, NY 11558, USA",8715,Outgoing,Recycled,40.6141716,-73.6459216
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General Fill,2019,"150 Cary Pl, Freeport, NY 11520, USA",8715,Outgoing,Recycled,40.6390619,-73.5977586
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General Fill,2019,"18 Horse Hollow Rd, Locust Valley, NY 11560, USA",8715,Outgoing,Recycled,40.8848036,-73.5923073
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Asphalt,2019,"60 S 4th St, Bay Shore, NY 11706, USA",545,Outgoing,Recycled,40.762268,-73.2912292
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Bulk Metal (from C&D Debris),2019,"3542 NY-112, Coram, NY 11727, USA",3240,Outgoing,Recycled,40.8560491,-72.9986924
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,RCA,2019,"74 Suffolk Ln, East Islip, NY 11730, USA",35967,Outgoing,Recycled,40.7266904,-73.200296
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,RCA,2019,"1709 Surf Ave, Brooklyn, NY 11224, USA",35967,Outgoing,Recycled,40.575574,-73.985226
[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,RCA,2019,"Long Island City, NY 11101, USA",35967,Outgoing,Recycled,40.7434147,-73.9481265
