,Facility_ID,facility_name,f_lng,f_lat,Facility_Type,Material,Year,SA_address,Tonnage,Direction,Destiny,SA_lat,SA_lng
310,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"875 W Jericho Turnpike, Smithtown, NY 11787, USA",26904.695,Outgoing,Recycled,40.847413,-73.2388697
311,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"2137 Deer Park Ave, Deer Park, NY 11729, USA",26904.695,Outgoing,Recycled,40.7749855,-73.3346758
312,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"499 Lawrence Rd, Kings Park, NY 11754, USA",26904.695,Outgoing,Recycled,40.8678759,-73.2475381
313,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"105 Highland Ave, Patchogue, NY 11772, USA",26904.695,Outgoing,Recycled,40.764951,-73.032284
314,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"15 Garfield Ave, Bay Shore, NY 11706, USA",26904.695,Outgoing,Recycled,40.770363,-73.286005
315,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"135 Orinoco Dr, Brightwaters, NY 11718, USA",26904.695,Outgoing,Recycled,40.721283,-73.263459
316,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"36 E Madison St, East Islip, NY 11730, USA",26904.695,Outgoing,Recycled,40.7397844,-73.1873935
317,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"690 Montauk Hwy #1617, Bayport, NY 11705, USA",26904.695,Outgoing,Recycled,40.7466338,-73.0562736
318,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"1 Heckscher State Pkwy, East Islip, NY 11730, USA",26904.695,Outgoing,Recycled,40.7106096,-73.1658687
319,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"275 E Main St, Yaphank, NY 11980, USA",26904.695,Outgoing,Recycled,40.8377376,-72.9097204
320,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"2100 Pond Rd, Ronkonkoma, NY 11779, USA",26904.695,Outgoing,Recycled,40.7972532,-73.1187546
321,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Concrete,2019,"91 Marine St, Farmingdale, NY 11735, USA",26904.695,Outgoing,Recycled,40.7144569,-73.4196084
322,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"899 Lincoln Ave, Bohemia, NY 11716, USA",3419.66,Outgoing,Recycled,40.7695347,-73.0826922
323,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"75 Perkal St, Bay Shore, NY 11706, USA",3419.66,Outgoing,Recycled,40.7323902,-73.2537416
324,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"99 Oriole Pl, Brentwood, NY 11717, USA",3419.66,Outgoing,Recycled,40.7631741,-73.2305866
325,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"499 Lawrence Rd, Kings Park, NY 11754, USA",3419.66,Outgoing,Recycled,40.8678759,-73.2475381
326,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"690 Montauk Hwy #1617, Bayport, NY 11705, USA",3419.66,Outgoing,Recycled,40.7466338,-73.0562736
327,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"95 Broadway, Amityville, NY 11701, USA",3419.66,Outgoing,Recycled,40.6743377,-73.4159998
328,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"10 E Maple St, Massapequa, NY 11758, USA",3419.66,Outgoing,Recycled,40.680809,-73.425672
329,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"Bay Shore, NY, USA",3419.66,Outgoing,Recycled,40.7250986,-73.2453946
330,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"386 Lake Ave S, Smithtown, NY 11787, USA",3419.66,Outgoing,Recycled,40.8373349,-73.1517404
331,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",3419.66,Outgoing,Recycled,36.1270711,-79.860718
332,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"62 Division Ave, East Islip, NY 11730, USA",3419.66,Outgoing,Recycled,40.7355874,-73.1895425
333,[52W96R],Hubbard Sand & Gravel Corp aka Northeast Recycling Corp,-73.26250805,40.75720378,Transfer Facility,Mulch,2019,"2100 Pond Rd, Ronkonkoma, NY 11779, USA",3419.66,Outgoing,Recycled,40.7972532,-73.1187546
334,[30W44R],IROC Industries,-73.65895,40.63667307,Transfer Facility,Concrete,2019,"Hempstead, NY, USA",7712,Incoming,Unknown,40.6450219,-73.6339087
335,[30W44R],IROC Industries,-73.65895,40.63667307,Transfer Facility,Asphalt and Road Material,2019,"Hempstead, NY, USA",82.71,Incoming,Unknown,40.6450219,-73.6339087
336,[30W44R],IROC Industries,-73.65895,40.63667307,Transfer Facility,Soil,2019,"Hempstead, NY, USA",175,Incoming,Unknown,40.6450219,-73.6339087
337,[30W44R],IROC Industries,-73.65895,40.63667307,Transfer Facility,Fill,2019,"Hempstead, NY, USA",13385.63,Incoming,Unknown,40.6450219,-73.6339087
338,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Masonry,2019,"Suffolk County, NY, USA",43,Incoming,Unknown,40.9848784,-72.6151169
339,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Masonry,2019,"Suffolk County, NY, USA",22,Incoming,Unknown,40.9848784,-72.6151169
340,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,"Rock, Stone, and Gravel",2019,"Suffolk County, NY, USA",1,Incoming,Unknown,40.9848784,-72.6151169
341,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Gypsum,2019,"Suffolk County, NY, USA",309,Incoming,Unknown,40.9848784,-72.6151169
342,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Wood,2019,"Suffolk County, NY, USA",103,Incoming,Unknown,40.9848784,-72.6151169
343,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Soil,2019,"Suffolk County, NY, USA",11,Incoming,Unknown,40.9848784,-72.6151169
344,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Sand,2019,"Suffolk County, NY, USA",11,Incoming,Unknown,40.9848784,-72.6151169
345,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Tires,2019,"Suffolk County, NY, USA",33,Incoming,Unknown,40.9848784,-72.6151169
346,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Metals,2019,"Suffolk County, NY, USA",46,Incoming,Unknown,40.9848784,-72.6151169
347,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Concrete,2019,"Suffolk County, NY, USA",176,Incoming,Unknown,40.9848784,-72.6151169
348,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Residue,2019,"136 Spagnoli Rd, Melville, NY 11747, USA",59,Outgoing,Transferred,40.7614568,-73.4349464
349,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Tires,2019,"7 Linden Pl, Oceanside, NY 11572, USA",33,Outgoing,Transferred,40.6228256,-73.6523208
350,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Concrete,2019,"690 Muncy Ave, Lindenhurst, NY 11757, USA",170,Outgoing,Recycled,40.698047,-73.352796
351,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Other Masonry Materials,2019,"690 Muncy Ave, Lindenhurst, NY 11757, USA",39,Outgoing,Recycled,40.698047,-73.352796
352,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Brick,2019,"690 Muncy Ave, Lindenhurst, NY 11757, USA",20,Outgoing,Recycled,40.698047,-73.352796
353,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Rock,2019,"690 Muncy Ave, Lindenhurst, NY 11757, USA",1,Outgoing,Recycled,40.698047,-73.352796
354,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Bulk Metal (from C&D Debris),2019,"1120 Lincoln Ave, Holbrook, NY 11741, USA",46,Outgoing,Recycled,40.775984,-73.0844633
355,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Gypsum,2019,"114 Alder St, Wyandanch, NY 11798, USA",267,Outgoing,Recycled,40.7312914,-73.3962075
356,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Wood,2019,"114 Alder St, Wyandanch, NY 11798, USA",99,Outgoing,Recycled,40.7312914,-73.3962075
357,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Soil,2019,"136 Spagnoli Rd, Melville, NY 11747, USA",10,Outgoing,Recycled,40.7614568,-73.4349464
358,[52W95R],Islandwide Recycling,-73.10373522,40.81090345,Transfer Facility,Sand,2019,"136 Spagnoli Rd, Melville, NY 11747, USA",11,Outgoing,Recycled,40.7614568,-73.4349464
359,[52W98R],Izzo Brothers,-73.25900031,40.86879504,Transfer Facility,Concrete,2020,"664 Greenpoint Ave, Brooklyn, NY 11222, USA",10740,Incoming,Unknown,40.7332649,-73.9388351
360,[52W98R],Izzo Brothers,-73.25900031,40.86879504,Transfer Facility,Concrete,2019,"664 Greenpoint Ave, Brooklyn, NY 11222, USA",6210,Incoming,Unknown,40.7332649,-73.9388351
361,[52W98R],Izzo Brothers,-73.25900031,40.86879504,Transfer Facility,Concrete,2020,"33 Ridge Rd, Smithtown, NY 11787, USA",3893,Outgoing,Recycled,40.8592776,-73.2326029
362,[52W98R],Izzo Brothers,-73.25900031,40.86879504,Transfer Facility,Concrete,2020,"160 W 10th St, Huntington Station, NY 11746, USA",3893,Outgoing,Recycled,40.844016,-73.422058
363,[52W98R],Izzo Brothers,-73.25900031,40.86879504,Transfer Facility,Concrete,2020,"27 Marchant Dr, St James, NY 11780, USA",3893,Outgoing,Recycled,40.862915,-73.1682809
364,[52W98R],Izzo Brothers,-73.25900031,40.86879504,Transfer Facility,Concrete,2019,"27 Marchant Dr, St James, NY 11780, USA",5822,Outgoing,Recycled,40.862915,-73.1682809
365,[52W07R],John T Montecalvo Inc,-72.69772731,40.84301095,Transfer Facility,Asphalt and Road Material,2019,"Southampton, NY, USA",15413,Incoming,Unknown,40.8598637,-72.5678012
366,[52W07R],John T Montecalvo Inc,-72.69772731,40.84301095,Transfer Facility,Asphalt and Road Material,2019,"Riverhead, NY 11901, USA",15413,Incoming,Unknown,40.9170435,-72.6620402
367,[52W07R],John T Montecalvo Inc,-72.69772731,40.84301095,Transfer Facility,Asphalt and Road Material,2019,"Brookhaven, NY, USA",15413,Incoming,Unknown,40.8273786,-72.995048
368,[52W07R],John T Montecalvo Inc,-72.69772731,40.84301095,Transfer Facility,Asphalt and Road Material,2019,"East Hampton, NY, USA",15413,Incoming,Unknown,41.083151,-71.9994067
369,[52W07R],John T Montecalvo Inc,-72.69772731,40.84301095,Transfer Facility,Asphalt and Road Material,2019,"Southold, NY, USA",15413,Incoming,Unknown,41.0801973,-72.4731529
370,[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Concrete,2019,"Brookhaven, NY, USA",465.26,Incoming,Unknown,40.8273786,-72.995048
371,[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Masonry,2019,"Brookhaven, NY, USA",15.05,Incoming,Unknown,40.8273786,-72.995048
372,[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Asphalt and Road Material,2019,"Brookhaven, NY, USA",118.17,Incoming,Unknown,40.8273786,-72.995048
373,[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Wood,2019,"Brookhaven, NY, USA",16.8,Incoming,Unknown,40.8273786,-72.995048
374,[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Concrete,2019,"16 Hulse Rd #1, Setauket- East Setauket, NY 11733, USA",465.26,Outgoing,Disposed,40.9318247,-73.079919
375,[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Brick,2019,"16 Hulse Rd #1, Setauket- East Setauket, NY 11733, USA",15.05,Outgoing,Disposed,40.9318247,-73.079919
376,[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Asphalt Pavement,2019,"16 Hulse Rd #1, Setauket- East Setauket, NY 11733, USA",118.17,Outgoing,Disposed,40.9318247,-73.079919
377,[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Other Masonery Materials,2019,"70 Comsewogue Rd SUITE 9, Setauket- East Setauket, NY 11733, USA",2.58,Outgoing,Recycled,40.9313148,-73.0842412
378,[52W142R],Jos. M. Troffa Landscape and Mason Supply Inc,-73.08434183,40.93223207,Transfer Facility,Rock,2019,"70 Comsewogue Rd SUITE 9, Setauket- East Setauket, NY 11733, USA",19,Outgoing,Recycled,40.9313148,-73.0842412
379,[52C10284],JPD Masonry & Landscape Supply LLC,-73.42249323,40.74162093,Transfer Facility,Concrete,2019,"Nassau County, NY, USA",6037.26,Incoming,Unknown,40.6546145,-73.5594128
380,[52W31R],Kenneth P Edwards,-73.26274652,40.7553247,Transfer Facility,Masonry,2019,"Suffolk County, NY, USA",3723.08,Incoming,Unknown,40.9848784,-72.6151169
381,[52W31R],Kenneth P Edwards,-73.26274652,40.7553247,Transfer Facility,Masonry,2019,"Nassau County, NY, USA",3723.08,Incoming,Unknown,40.6546145,-73.5594128
382,[52W31R],Kenneth P Edwards,-73.26274652,40.7553247,Transfer Facility,Other Masonry Materials,2019,"Nassau County, NY, USA",8863.59,Outgoing,Recycled,40.6546145,-73.5594128
383,[52W31R],Kenneth P Edwards,-73.26274652,40.7553247,Transfer Facility,Other Masonry Materials,2019,"Suffolk County, NY, USA",8863.59,Outgoing,Recycled,40.9848784,-72.6151169
384,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Concrete,2020,"Suffolk County, NY, USA",28565.385,Incoming,Unknown,40.9848784,-72.6151169
385,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Masonry,2020,"Suffolk County, NY, USA",3327.395,Incoming,Unknown,40.9848784,-72.6151169
386,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Masonry,2020,"Suffolk County, NY, USA",479.25,Incoming,Unknown,40.9848784,-72.6151169
387,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Asphalt and Road Material,2020,"Suffolk County, NY, USA",2380.095,Incoming,Unknown,40.9848784,-72.6151169
388,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Soil,2020,"Suffolk County, NY, USA",1173.2,Incoming,Unknown,40.9848784,-72.6151169
389,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Concrete,2019,"Suffolk County, NY, USA",5905.725,Incoming,Unknown,40.9848784,-72.6151169
390,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Masonry,2019,"Suffolk County, NY, USA",517.895,Incoming,Unknown,40.9848784,-72.6151169
391,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Asphalt and Road Material,2019,"Suffolk County, NY, USA",384.865,Incoming,Unknown,40.9848784,-72.6151169
392,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Soil,2019,"Suffolk County, NY, USA",530.71,Incoming,Unknown,40.9848784,-72.6151169
393,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,General C&D Debris,2019,"Suffolk County, NY, USA",1556.99,Incoming,Unknown,40.9848784,-72.6151169
394,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Concrete,2020,"Nassau County, NY, USA",28565.385,Incoming,Unknown,40.6546145,-73.5594128
395,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Masonry,2020,"Nassau County, NY, USA",3327.395,Incoming,Unknown,40.6546145,-73.5594128
396,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Masonry,2020,"Nassau County, NY, USA",479.25,Incoming,Unknown,40.6546145,-73.5594128
397,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Asphalt and Road Material,2020,"Nassau County, NY, USA",2380.095,Incoming,Unknown,40.6546145,-73.5594128
398,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Soil,2020,"Nassau County, NY, USA",1173.2,Incoming,Unknown,40.6546145,-73.5594128
399,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Concrete,2019,"Nassau County, NY, USA",5905.725,Incoming,Unknown,40.6546145,-73.5594128
400,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Masonry,2019,"Nassau County, NY, USA",517.895,Incoming,Unknown,40.6546145,-73.5594128
401,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Asphalt and Road Material,2019,"Nassau County, NY, USA",384.865,Incoming,Unknown,40.6546145,-73.5594128
402,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Soil,2019,"Nassau County, NY, USA",530.71,Incoming,Unknown,40.6546145,-73.5594128
403,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,General C&D Debris,2019,"Nassau County, NY, USA",1556.99,Incoming,Unknown,40.6546145,-73.5594128
404,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Bulk Metal (from C&D Debris),2020,"3542 NY-112, Coram, NY 11727, USA",76.53,Outgoing,Recycled,40.8560491,-72.9986924
405,[52W45R],Kurrass Materials Inc (East Patchogue Contracting Corp),-72.95985997,40.76627408,Transfer Facility,Bulk Metal (from C&D Debris),2019,"3542 NY-112, Coram, NY 11727, USA",27.32,Outgoing,Recycled,40.8560491,-72.9986924
406,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Asphalt and Road Material,2019,"Hempstead, NY, USA",8695,Incoming,Unknown,40.6450219,-73.6339087
407,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Asphalt and Road Material,2019,"Long Beach, NY, USA",8695,Incoming,Unknown,40.5884373,-73.657908
408,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Asphalt and Road Material,2019,"Queens, NY, USA",8695,Incoming,Unknown,40.7282239,-73.7948516
409,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Masonry,2019,"Hempstead, NY, USA",2614,Incoming,Unknown,40.6450219,-73.6339087
410,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Masonry,2019,"Long Beach, NY, USA",2614,Incoming,Unknown,40.5884373,-73.657908
411,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Masonry,2019,"Queens, NY, USA",2614,Incoming,Unknown,40.7282239,-73.7948516
412,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Concrete,2019,"Hempstead, NY, USA",29615,Incoming,Unknown,40.6450219,-73.6339087
413,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Concrete,2019,"Long Beach, NY, USA",29615,Incoming,Unknown,40.5884373,-73.657908
414,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Concrete,2019,"Queens, NY, USA",29615,Incoming,Unknown,40.7282239,-73.7948516
415,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General C&D Debris,2019,"Hempstead, NY, USA",63067,Incoming,Unknown,40.6450219,-73.6339087
416,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General C&D Debris,2019,"Long Beach, NY, USA",63067,Incoming,Unknown,40.5884373,-73.657908
417,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,General C&D Debris,2019,"Queens, NY, USA",63067,Incoming,Unknown,40.7282239,-73.7948516
418,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Fill,2019,"Hempstead, NY, USA",79833,Incoming,Unknown,40.6450219,-73.6339087
419,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Fill,2019,"Long Beach, NY, USA",79833,Incoming,Unknown,40.5884373,-73.657908
420,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Fill,2019,"Queens, NY, USA",79833,Incoming,Unknown,40.7282239,-73.7948516
421,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Yard Waste,2019,"Hempstead, NY, USA",2426,Incoming,Unknown,40.6450219,-73.6339087
422,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Yard Waste,2019,"Long Beach, NY, USA",2426,Incoming,Unknown,40.5884373,-73.657908
423,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Yard Waste,2019,"Queens, NY, USA",2426,Incoming,Unknown,40.7282239,-73.7948516
424,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Asphalt Roofing Shingles,2019,"Hempstead, NY, USA",588,Incoming,Unknown,40.6450219,-73.6339087
425,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Asphalt Roofing Shingles,2019,"Long Beach, NY, USA",588,Incoming,Unknown,40.5884373,-73.657908
426,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Asphalt Roofing Shingles,2019,"Queens, NY, USA",588,Incoming,Unknown,40.7282239,-73.7948516
427,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Fill,2019,"Hempstead, NY, USA",15316,Incoming,Unknown,40.6450219,-73.6339087
428,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Fill,2019,"Long Beach, NY, USA",15316,Incoming,Unknown,40.5884373,-73.657908
429,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Fill,2019,"Queens, NY, USA",15316,Incoming,Unknown,40.7282239,-73.7948516
430,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Wood,2019,"Hempstead, NY, USA",1211,Incoming,Unknown,40.6450219,-73.6339087
431,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Wood,2019,"Long Beach, NY, USA",1211,Incoming,Unknown,40.5884373,-73.657908
432,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Wood,2019,"Queens, NY, USA",1211,Incoming,Unknown,40.7282239,-73.7948516
433,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA",54468,Outgoing,Disposed,40.8007112,-72.9232204
434,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"136 Spagnoli Rd, Melville, NY 11747, USA",54468,Outgoing,Disposed,40.7614568,-73.4349464
435,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"440 Blydenburgh Rd, Hauppauge, NY 11788, USA",54468,Outgoing,Disposed,40.8153915,-73.1805944
436,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"45 Landfill Rd, Lunenburg, VA 23952, USA",54468,Outgoing,Disposed,36.9250415,-78.2447429
437,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"1786 Salcman Rd, Waterloo, NY 13165, USA",54468,Outgoing,Disposed,42.914026,-76.844965
438,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"600 Merchants Concourse, Westbury, NY 11590, USA",54468,Outgoing,Disposed,40.7380714,-73.5899658
439,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"1061 State Rte 1006, Port Carbon, PA 17965, USA",54468,Outgoing,Disposed,40.7384033,-76.1545867
440,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"503 Monroeville Rd, Swedesboro, NJ 08085, USA",54468,Outgoing,AOC,39.711399,-75.2805404
441,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"Hainesport, NJ, USA",54468,Outgoing,AOC,39.9837234,-74.8271081
442,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA",54468,Outgoing,AOC,40.8007112,-72.9232204
443,[30W08],Liotta Brothers Recycling Corp,-73.65189492,40.62057392,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"440 Blydenburgh Rd, Hauppauge, NY 11788, USA",54468,Outgoing,AOC,40.8153915,-73.1805944
